"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"11064",,"autotest_code_319.60992758438556234","","One-Time","","12/8/2023, 1:47 AM",,,,false,true,"folio-aqa","12/8/2023, 1:46 AM","","Open",true,,,,,,,,,"11064-1","1-bit symphony [realia] / Tristan Perich.","d3e012e4-b99a-49ee-b3b2-ca054dcde6b7",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""492.66695619765295233""""""""10""""10""","""autotest_location_code_902.821955381884941""""1""""0""","autotest_code_319.60992758438556234",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11063",,"autotest_code_575.4385350063252479","","One-Time","","12/8/2023, 1:46 AM",,,,false,true,"folio-aqa","12/8/2023, 1:46 AM","","Open",true,,,,,,,,,"11063-1","1-bit symphony [realia] / Tristan Perich.","d3e012e4-b99a-49ee-b3b2-ca054dcde6b7",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""903.3839770055474478""""Print""""10""""10""","""autotest_location_code_581.6840805194652477""""1""""0""","autotest_code_575.4385350063252479",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11062",,"autotest_code_575.4385350063252479","","One-Time","","12/8/2023, 1:46 AM",,,,false,true,"folio-aqa","12/8/2023, 1:45 AM","","Open",true,,,,,,,,,"11062-1","1-bit symphony [realia] / Tristan Perich.","13157d53-3d66-41da-9706-5b01d7931bac",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""903.3839770055474478""""Electronic""""10""""10""","""autotest_location_code_581.6840805194652477""""1""""0""","autotest_code_575.4385350063252479",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11061",,"autotest_code_458.775116502041123","","One-Time","","12/8/2023, 1:45 AM",,,,false,true,"folio-aqa","12/8/2023, 1:44 AM","","Open",true,,,,,,,,,"11061-1","1-bit symphony [realia] / Tristan Perich.","93a8c243-0343-449c-90b4-f765578c6f60",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""204.0978895322701320""""""""30""""30"" | ""583.2806220308987147""""""""40%""""20""","""autotest_location_code_934.3526914910792662""""5""""0""","autotest_code_458.775116502041123",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11060",,"autotest_code_815.2058658353552739","","Ongoing","","12/8/2023, 1:45 AM",,,,false,true,"folio-aqa","12/8/2023, 1:44 AM","","Open",false,,false,false,,,,,,"11060-1","1-bit symphony [realia] / Tristan Perich.","4b007c27-3a5d-474d-99d7-06d2d729c5d3",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","","""autotest_location_code_980.3514117747485586""""1""""0""","autotest_code_815.2058658353552739",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11059",,"autotest_code_251.55604586912236658","","One-Time","","12/8/2023, 1:44 AM",,,,false,true,"folio-aqa","12/8/2023, 1:44 AM","","Open",true,,,,,,,,,"11059-1","1-bit symphony [realia] / Tristan Perich.","c2d87f61-ac70-4637-b029-1e817d0d3377",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""767.7540947666208657""""""""30""""30"" | ""782.6608685295379776""""""""40%""""20""","""autotest_location_code_171.47387536203766799""""5""""0""","autotest_code_251.55604586912236658",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11058",,"autotest_code_458.775116502041123","","One-Time","","12/8/2023, 1:44 AM",,,,false,true,"folio-aqa","12/8/2023, 1:43 AM","","Open",true,,,,,,,,,"11058-1","1-bit symphony [realia] / Tristan Perich.","cf3f23ad-8357-4533-9fad-6d44735acf8d",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",15,1,,,"""""""percentage""",15,"USD","""583.2806220308987147""""""""15""""15""","""autotest_location_code_934.3526914910792662""""1""""0""","autotest_code_458.775116502041123",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11057",,"autotest_code_251.55604586912236658","","One-Time","","12/8/2023, 1:43 AM",,,,false,true,"folio-aqa","12/8/2023, 1:43 AM","","Open",true,,,,,,,,,"11057-1","1-bit symphony [realia] / Tristan Perich.","10da4950-bbc6-4a17-ae1f-0e3f3081e19f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",15,1,,,"""""""percentage""",15,"USD","""782.6608685295379776""""""""15""""15""","""autotest_location_code_171.47387536203766799""""1""""0""","autotest_code_251.55604586912236658",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11056",,"autotest_code_458.775116502041123","","One-Time","","12/8/2023, 1:43 AM",,,,false,true,"folio-aqa","12/8/2023, 1:43 AM","","Open",true,,,,,,,,,"11056-1","1-bit symphony [realia] / Tristan Perich.","f6ab56e0-d1a3-462d-b6f9-01881da93762",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""204.0978895322701320""""""""10""""10""","""autotest_location_code_934.3526914910792662""""1""""0""","autotest_code_458.775116502041123",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11055",,"autotest_code_761.098452585740674","","Ongoing","","12/8/2023, 1:43 AM",,,,false,true,"folio-aqa","12/8/2023, 1:42 AM","","Open",true,,false,false,,,,,,"11055-1",".Harry Potter - the cursed child  [Parts] one, two !","1dae8079-668b-43df-bd03-9c6888c5b1a3",,,,,"Arthur A. Levine Books, an imprint of Scholastic Inc.","",,"""Rowling, J. K.""""Personal name"" | ""Tiffany, John, 1971-""""Personal name""","""9781338099133""""""""ISBN""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""498.8126836467851671""""""""10""""10""","""Invalid reference""""1""""0""","autotest_code_761.098452585740674",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11054",,"autotest_code_251.55604586912236658","","One-Time","","12/8/2023, 1:43 AM",,,,false,true,"folio-aqa","12/8/2023, 1:42 AM","","Open",true,,,,,,,,,"11054-1","1-bit symphony [realia] / Tristan Perich.","70b444e3-f0c8-4724-86f0-03c8fbc7822b",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""767.7540947666208657""""""""10""""10""","""autotest_location_code_171.47387536203766799""""1""""0""","autotest_code_251.55604586912236658",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11053",,"autotest_code_203.2392388400902137","","One-Time","","12/8/2023, 1:42 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",true,,,,,,,,,"11053-1","1-bit symphony [realia] / Tristan Perich.","15c0612f-7584-4a4e-a16e-46c22b513edb",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""378.66208342279333136""""""""10""""10""","""autotest_location_code_846.0594799293616856""""1""""0""","autotest_code_203.2392388400902137",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11052",,"autotest_code_368.62373135041764414","","One-Time","","12/8/2023, 1:42 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",false,,,,,,,,,"11052-1","1-bit symphony [realia] / Tristan Perich.","5f7d7f0c-7aca-403e-aaa0-6ba2e530c87c",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""904.6101329291774410""""""""10""""10""","""autotest_location_code_172.94514127526077325""""1""""0""","autotest_code_368.62373135041764414",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11051",,"autotest_code_761.098452585740674","","One-Time","","12/8/2023, 1:41 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",true,,,,,,,,,"11051-1","1-bit symphony [realia] / Tristan Perich.","15c0612f-7584-4a4e-a16e-46c22b513edb",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""498.8126836467851671""""""""40""""40""","""autotest_location_code_662.3722650367199205""""1""""0""","autotest_code_761.098452585740674",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11047",,"autotest_code_368.62373135041764414","","Ongoing","","12/8/2023, 1:41 AM",,,,false,true,"folio-aqa","12/8/2023, 1:40 AM","","Open",false,,false,false,,,,,,"11047-1","1-bit symphony [realia] / Tristan Perich.","7659edf0-e50e-4ce6-a28f-e6dd2b0a2ae9",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""904.6101329291774410""""""""40""""40""","""autotest_location_code_172.94514127526077325""""1""""0""","autotest_code_368.62373135041764414",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11050",,"Invalid reference",,"One-Time","","12/8/2023, 1:41 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",false,,,,,,,,,"11050-1","autotest_po_line_name-820.0864832261794391",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",50,1,,,"""""""percentage""",50,"USD","""544.7793130952615591""""""""60%""""30"" | ""838.1272695515697591""""""""40%""""20""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11049",,"Invalid reference",,"One-Time","","12/8/2023, 1:41 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",false,,,,,,,,,"11049-1","autotest_po_line_name-554.5074820304314391",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",15,1,,,"""""""percentage""",15,"USD","""838.1272695515697591""""""""100%""""15""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11048",,"Invalid reference",,"One-Time","","12/8/2023, 1:41 AM",,,,false,true,"folio-aqa","12/8/2023, 1:41 AM","","Open",false,,,,,,,,,"11048-1","autotest_po_line_name-293.15508526877244391",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",10,1,,,"""""""percentage""",10,"USD","""544.7793130952615591""""""""100%""""10""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11046",,"Invalid reference",,"One-Time","","12/8/2023, 1:40 AM",,,,false,true,"folio-aqa","12/8/2023, 1:40 AM","","Open",false,,,,,,,,,"11046-1","autotest_po_line_name-886.6975214113106391",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","1234",20,1,,,"""""""percentage""",0,"USD","""775.5174607580063818""""""""0""""0""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11045",,"autotest_code_468.21159384045734361","","One-Time","","12/8/2023, 1:39 AM",,,,false,true,"folio-aqa","12/8/2023, 1:38 AM","","Open",false,,,,,,,,,"11045-1","1-bit symphony [realia] / Tristan Perich.","04f0f515-a69a-4521-b8c5-e55655db5d7d",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""170.6871185122219358""""""""10""""10""","""autotest_location_code_712.8086725138496850""""1""""0""","autotest_code_468.21159384045734361",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11044",,"autotest_code_881.7520524961466269","","Ongoing","","12/8/2023, 1:39 AM",,,,false,true,"folio-aqa","12/8/2023, 1:38 AM","","Open",true,,false,false,,,,,,"11044-1",".Harry Potter - the cursed child  [Parts] one, two !","1dae8079-668b-43df-bd03-9c6888c5b1a3",,,,,"Arthur A. Levine Books, an imprint of Scholastic Inc.","",,"""Rowling, J. K.""""Personal name"" | ""Tiffany, John, 1971-""""Personal name""","""9781338099133""""""""ISBN""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""961.8888434091564266""""""""10""""10""","""Invalid reference""""1""""0""","autotest_code_881.7520524961466269",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11043",,"autotest_code_468.21159384045734361","","Ongoing","","12/8/2023, 1:38 AM",,,,false,true,"folio-aqa","12/8/2023, 1:38 AM","","Open",false,,false,false,,,,,,"11043-1","1-bit symphony [realia] / Tristan Perich.","8e789e96-945d-4cd6-8a79-46f4b218f845",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""170.6871185122219358""""""""40""""40""","""autotest_location_code_712.8086725138496850""""1""""0""","autotest_code_468.21159384045734361",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11042",,"autotest_code_961.4492758272482195","","One-Time","","12/8/2023, 1:38 AM",,,,false,true,"folio-aqa","12/8/2023, 1:37 AM","","Open",false,,,,,,,,,"11042-1","1-bit symphony [realia] / Tristan Perich.","357cd184-81ed-4eb7-a342-c700275d1f70",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""442.03351735100335190""""""""10""""10""","""autotest_location_code_912.525604564604170""""1""""0""","autotest_code_961.4492758272482195",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11040",,"autotest_code_881.7520524961466269","","One-Time","","12/8/2023, 1:38 AM",,,,false,true,"folio-aqa","12/8/2023, 1:37 AM","","Open",true,,,,,,,,,"11040-1","1-bit symphony [realia] / Tristan Perich.","b379b33b-3bbc-407e-862d-93aa2a3a8378",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""961.8888434091564266""""""""40""""40""","""autotest_location_code_696.7158545191711139""""1""""0""","autotest_code_881.7520524961466269",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11039",,"autotest_code_811.573611568884603","","One-Time","","12/8/2023, 1:38 AM",,,,false,true,"folio-aqa","12/8/2023, 1:37 AM","","Open",false,,,,,,,,,"11039-1","1-bit symphony [realia] / Tristan Perich.","1de34005-e094-46b4-967c-af0d0968f4c2",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""658.5647285643003600""""""""10""""10""","""autotest_location_code_424.5896899961725277""""1""""0""","autotest_code_811.573611568884603",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11038",,"autotest_code_961.4492758272482195","","Ongoing","","12/8/2023, 1:37 AM",,,,false,true,"folio-aqa","12/8/2023, 1:37 AM","","Open",false,,false,false,,,,,,"11038-1","1-bit symphony [realia] / Tristan Perich.","faff7026-121a-4cef-8ee0-308e8b9cff61",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""442.03351735100335190""""""""40""""40""","""autotest_location_code_912.525604564604170""""1""""0""","autotest_code_961.4492758272482195",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11036",,"autotest_code_385.11789553968833426","","Ongoing","","12/8/2023, 1:37 AM",,,,false,true,"folio-aqa","12/8/2023, 1:36 AM","","Open",true,,false,false,,,,,,"11036-1","1-bit symphony [realia] / Tristan Perich.","65e70b36-8fc4-434c-aa1d-88b59b2febed",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""638.303380611865424""""""""10""""10""","""autotest_location_code_411.8463630257984417""""1""""0""","autotest_code_385.11789553968833426",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11035",,"autotest_code_811.573611568884603","","Ongoing","","12/8/2023, 1:37 AM",,,,false,true,"folio-aqa","12/8/2023, 1:36 AM","","Open",false,,false,false,,,,,,"11035-1","1-bit symphony [realia] / Tristan Perich.","529ef42b-694c-4f2d-ae52-dfde962a619d",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""658.5647285643003600""""""""40""""40""","""autotest_location_code_424.5896899961725277""""1""""0""","autotest_code_811.573611568884603",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11034",,"autotest_code_463.5586584279804786","","Ongoing","","12/8/2023, 1:37 AM",,,,false,true,"folio-aqa","12/8/2023, 1:36 AM","","Open",true,,false,false,,,,,,"11034-1","1-bit symphony [realia] / Tristan Perich.","529ef42b-694c-4f2d-ae52-dfde962a619d",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",70,1,,,"""""""percentage""",70,"USD","""660.7990943251511906""""""""100%""""70""","""autotest_location_code_218.97333112713716486""""1""""0""","autotest_code_463.5586584279804786",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11021",,"autotest_code_162.4939272307781501","","One-Time","","12/8/2023, 1:15 AM",,,,false,false,"folio-aqa","12/8/2023, 1:14 AM","","Open",true,,,,,,,,,"11021-1","1-bit symphony [realia] / Tristan Perich.","7fbbe3bf-2b51-45e0-9a44-4cd75352a8a5",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","484.0924039774464606",10,3,,,"""""""percentage""",30,"USD","","""autotest_location_code_734.3482532619635280""""3""""0""","autotest_code_162.4939272307781501",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11009",,"autotest_code_914.721333907909802","","Ongoing","","12/8/2023, 1:10 AM",,,,false,true,"folio-aqa","12/8/2023, 1:09 AM","","Open",false,,false,false,,,,,,"11009-1",".Harry Potter - the cursed child  [Parts] one, two !","1dae8079-668b-43df-bd03-9c6888c5b1a3",,,,,"Arthur A. Levine Books, an imprint of Scholastic Inc.","",,"""Rowling, J. K.""""Personal name"" | ""Tiffany, John, 1971-""""Personal name""","""9781338099133""""""""ISBN""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""683.0553728187289799""""""""40""""40""","""Invalid reference""""1""""0""","autotest_code_914.721333907909802",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10999",,"autotest_code_189.97186709815477588","","Ongoing","","12/8/2023, 12:25 AM",,,,false,true,"Invalid reference","12/8/2023, 12:24 AM","","Open",false,,false,false,,,,,,"10999-1","1-bit symphony [realia] / Tristan Perich.","ecb77f0b-2c05-4561-93b9-109cf9a51c13",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",110,1,,,"""""""percentage""",110,"USD","""913.3207799644932587""""""""110""""110""","""autotest_location_code_905.8990938574784835""""1""""0""","autotest_code_189.97186709815477588",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10998",,"autotest_code_896.8344951855847500","","One-Time","","12/8/2023, 12:23 AM",,,,false,true,"folio-aqa","12/8/2023, 12:23 AM","","Open",false,,,,,,,,,"10998-1","1-bit symphony [realia] / Tristan Perich.","dd84cc8b-6269-4673-80eb-e6814b00ea02",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",200,1,,,"""""""percentage""",200,"USD","""753.8694367352402632""""""""200""""200""","""autotest_location_code_161.3879662132289141""""1""""0""","autotest_code_896.8344951855847500",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10997",,"autotest_code_896.8344951855847500","","Ongoing","","12/8/2023, 12:23 AM",,,,false,true,"folio-aqa","12/8/2023, 12:22 AM","","Open",false,,false,false,,,,,,"10997-1","1-bit symphony [realia] / Tristan Perich.","e1aa91d1-f91f-481d-8c8c-17e4ad8be8b1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""814.8592706764738497""""""""100""""100""","""autotest_location_code_161.3879662132289141""""1""""0""","autotest_code_896.8344951855847500",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10996",,"autotest_code_578.4798947766044814","","Ongoing","","12/8/2023, 12:22 AM",,,,false,true,"folio-aqa","12/8/2023, 12:22 AM","","Open",true,,false,false,,,,,,"10996-1","1-bit symphony [realia] / Tristan Perich.","e1aa91d1-f91f-481d-8c8c-17e4ad8be8b1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",150,1,,,"""""""percentage""",150,"USD","""434.37233892540024813""""""""150""""150""","""autotest_location_code_861.0147692646975888""""1""""0""","autotest_code_578.4798947766044814",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10995",,"autotest_code_952.5523645798773616","","One-Time","","12/8/2023, 12:22 AM",,,,false,true,"folio-aqa","12/8/2023, 12:21 AM","","Open",false,,,,,,,,,"10995-1","1-bit symphony [realia] / Tristan Perich.","53e017a4-6d56-490c-9225-e5b1ffa9b4b4",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""555.9374597485873614""""""""10""""10""","""autotest_location_code_208.69686425279158294""""1""""0""","autotest_code_952.5523645798773616",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10994",,"autotest_code_952.5523645798773616","","Ongoing","","12/8/2023, 12:21 AM",,,,false,true,"folio-aqa","12/8/2023, 12:20 AM","","Open",false,,false,false,,,,,,"10994-1","1-bit symphony [realia] / Tristan Perich.","19d04117-eb4e-403b-95a1-55261130f843",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""555.9374597485873614""""""""40""""40""","""autotest_location_code_208.69686425279158294""""1""""0""","autotest_code_952.5523645798773616",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10991",,"autotest_code_254.533127336146333","","One-Time","","12/8/2023, 12:20 AM",,,,false,true,"folio-aqa","12/8/2023, 12:19 AM","","Open",true,,,,,,,,,"10991-1","1-bit symphony [realia] / Tristan Perich.","2edf065d-27a5-4da5-937b-bd7b814a9477",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""952.3278981678416330""""""""40""""40""","""autotest_location_code_463.2451747306835375""""1""""0""","autotest_code_254.533127336146333",,,"","Instance, Holding, Item","book",,,,,,,,,,,
